"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"2436","CORONATION PARK","1739","0","KRUGERSDORP","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2437","CORONATIONVILLE","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:33:59","2021-05-18 04:33:59"
"2438","COROVOCA","4051","0","DURBAN NORTH","Kwazulu Natal","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2439","COROVOCA TOWNSHIP","4051","0","COROVOCA TOWNSHIP","Kwazulu Natal","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2440","CORPORATE POST OFFICE","0","74","PRETORIA","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2441","CORRIEMOOR","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2442","COSMO CITY","0","2087","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2443","COSMO CITY EXT 1","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2444","COSMO CITY EXT 2","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2445","COSMO CITY EXT 3","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2446","COSMO CITY EXT 4","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2447","COSMO CITY EXT 5","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2448","COSMO CITY EXT 7","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:34:00"
"2449","COSMO CITY EXT 1","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2450","COSMO CITY EXT 2","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2451","COSMO CITY EXT 3","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2452","COSMO CITY EXT 4","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2453","COSMO CITY EXT 5","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2454","COSMO CITY EXT 7","2188","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:00","2021-05-18 04:50:58"
"2455","COSTA DA GAMA","7945","0","MUIZENBERG","Western Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2456","COTSWOLD","6045","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2457","COTSWOLD EXT","6045","0","COTSWOLD EXT","Eastern Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2458","COTSWOLD EXT 2","6045","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2459","COTSWOLD HILLS","3629","0","WESTVILLE","Kwazulu Natal","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2460","COTSWOLD EXT 2","6045","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:01","2021-05-18 04:50:58"
"2461","COTTESLOE","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2462","COTTONDALE","0","1361","ACORNHOEK","Mpumalanga","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2463","COTTONLANDS","0","4345","VERULAM","Kwazulu Natal","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2464","COUNTRY CLUB","0","4301","MOUNT EDGECOMBE","Kwazulu Natal","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2465","COUNTRY CLUB","7375","0","LANGEBAAN","Western Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2466","COUNTRY LIFE PARK","0","2060","BRYANSTON","Gauteng","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2467","COUNTRY PLACE","7140","0","GORDON'S BAY","Eastern Cape","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2468","COUNTRY VIEW","1501","0","BENONI","Gauteng","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2469","COUNTRY VIEW","1687","1687","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:01","2021-05-18 04:34:01"
"2470","COUNTRY VIEW EXT 1","1687","1687","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2471","COUNTRY VIEW EXT 3","1687","1687","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2472","COUNTRY VIEW EXT 1","1687","1687","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:02","2021-05-18 04:50:58"
"2473","COUNTRY VIEW EXT 3","1687","1687","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:02","2021-05-18 04:50:58"
"2474","COURTRAI","7646","0","PAARL","Western Cape","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2475","COVERDALE","2660","0","BLOEMHOF","North West Province","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2476","COVILLE","9759","9759","COVILLE","Free State","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2477","COWDRAY PARK","0","2060","BRYANSTON","Gauteng","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2478","COWDRAY PARK EXT 1","0","2060","BRYANSTON","Gauteng","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2479","COWDRAY PARK EXT 1","0","2060","BRYANSTON","Gauteng","2021-05-18 04:34:02","2021-05-18 04:50:58"
"2480","COWIE'S HILL","3610","0","PINETOWN","Kwazulu Natal","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2481","COWIE'S HILL PARK","3610","0","PINETOWN","Kwazulu Natal","2021-05-18 04:34:02","2021-05-18 04:34:02"
"2482","CRACOUW FARM","0","845","JUNO","Limpopo","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2483","CRACOUW FARM","0","654","POTGIETERSRUS","Limpopo","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2484","CRADOCK","5880","5880","CRADOCK","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2485","CRADOCK HEIGHTS","6139","0","CRADOCK HEIGHTS","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2486","CRADOCK PLACE","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2487","CRADOCKHOOGTE","6139","0","CRADOCKHOOGTE","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2488","CRADOCKPLEK","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2489","CRAIGAVON","2191","2021","JOHANNESBURG","Gauteng","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2490","CRAIGBAIN","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2491","CRAIGBAIN DGD","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2492","CRAIGBAIN TSP","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2493","CRAIGHALL","2196","2024","JOHANNESBURG","Gauteng","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2494","CRAIGHALL PARK","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2495","CRAIGIEBURN","4170","4170","UMKOMAAS","Kwazulu Natal","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2496","CRAMERVIEW","2191","2060","BRYANSTON","Gauteng","2021-05-18 04:34:03","2021-05-18 04:34:03"
"2497","CRAMERVILLE","2090","2148","JOHANNESBURG","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2498","CRAMOND","0","3220","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2499","CRANBROOK PARK","0","4019","DURBAN NORTH","Kwazulu Natal","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2500","CRANBROOKVALE","157","0","CENTURION","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2501","CRAVENBY","7493","0","BELHAR","Western Cape","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2502","CRAVENBY EST","7493","0","BELHAR","Western Cape","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2503","CRAVENBY LGD","7493","0","BELHAR","Western Cape","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2504","CRAWFORD","7780","7770","LANSDOWNE","Western Cape","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2505","CRAWFORD STREET","0","2940","NEWCASTLE","Kwazulu Natal","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2506","CRECY","0","562","NABOOMSPRUIT","Limpopo","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2507","CREDI BLOCK","1431","0","KATLEHONG","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2508","CREIGHTON","0","3263","UMZINTO","Kwazulu Natal","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2509","CRESCENT STREET","0","4240","PORT SHEPSTONE","Kwazulu Natal","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2510","CRESSLAWNS","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2511","CREST INDUSTRIA","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2512","CRESTA","2194","2118","JOHANNESBURG","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2513","CRESTA EXT 1","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:04","2021-05-18 04:34:04"
"2514","CRESTA EXT 1","2194","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:05","2021-05-18 04:50:58"
"2515","CRESTHOLME","3610","3655","LINK HILLS","Kwazulu Natal","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2516","CRESTONHILL","1401","0","PRIMROSE","Gauteng","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2517","CRESTVIEW","6025","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2518","CRESWELL PARK","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2519","CROESUS","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2520","CROFTDENE","4092","0","CHATSWORTH","Kwazulu Natal","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2521","CROFTERS VALLEY","0","7979","NOORDHOEK","Western Cape","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2522","CROMEVILLE","0","1050","MIDDELBURG","Mpumalanga","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2523","CROQUET LAWN","0","1287","XIMHUNGWE","Mpumalanga","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2524","CROSBY","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2525","CROSS ROADS","7750","7750","GUGULETU","Western Cape","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2526","CROSSMOOR","4092","0","CHATSWORTH","Kwazulu Natal","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2527","CROSSROADS","0","9334","BLOEMFONTEIN","Free State","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2528","CROSSROADS","0","5643","PEDDIE","Eastern Cape","2021-05-18 04:34:05","2021-05-18 04:34:05"
"2529","CROSSWAYS","4052","4038","DURBAN","Kwazulu Natal","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2530","CROWN GARDENS","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2531","CROWN GARDENS EXT","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2532","CROWN GARDENS EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2533","CROWN GARDENS EXT","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:50:58"
"2534","CROWN GARDENS EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:50:58"
"2535","CROWN MINES","2092","2025","CROWN MINES","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2536","CROWN MINES EXT 5","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2537","CROWN MINES EXT 5","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:50:58"
"2538","CROWN NORTH","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2539","CROWN-NOORD","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2540","CROWTHORNE","1684","0","HALFWAY HOUSE","Gauteng","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2541","CROYDON","7130","0","FAURE","Western Cape","2021-05-18 04:34:06","2021-05-18 04:34:06"
"2542","CROYDON","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2543","CROYDON EXT 1","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2544","CROYDON EXT 1","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:34:07","2021-05-18 04:50:58"
"2545","CRUYWAGENPARK","1428","0","GERMISTON","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2546","CRYSBESTOS","0","1307","BARBERTON","Mpumalanga","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2547","CRYSTAL GARDENS","2090","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2548","CRYSTAL PARK","1501","1515","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2549","CRYSTAL PARK EXT 1","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2550","CRYSTAL PARK EXT 2","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2551","CRYSTAL PARK EXT 3","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:34:07"
"2552","CRYSTAL PARK EXT 1","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:50:59"
"2553","CRYSTAL PARK EXT 2","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:50:59"
"2554","CRYSTAL PARK EXT 3","1501","0","BENONI","Gauteng","2021-05-18 04:34:07","2021-05-18 04:50:59"
"2555","CUBA","0","1551","TSAKANE","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2556","CUBA","4961","4961","MSOBOMVU","Eastern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2557","CULEMBEECK","1724","0","ROODEPOORT","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2558","CULEMBORGPARK","1759","0","RANDFONTEIN","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2559","CULLDENE","5880","0","CRADOCK","Eastern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2560","CULLINAN","1000","1000","CULLINAN","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2561","CULUNCA","0","5180","QUMBU","Eastern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2562","CUMAKALA","0","4930","STUTTERHEIM","Eastern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2563","CUMBERWOOD","0","3235","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2564","CUNNING MOORE","0","1255","BUSHBUCKRIDGE","Mpumalanga","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2565","CURRIE CAMP","0","8860","KEIMOES","Nothern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2566","CURRIE PARK","6139","0","CURRIE PARK","Eastern Cape","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2567","CW 1","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2568","CW 2","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2569","CW 3","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2570","CW 4","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2571","CW 5","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:08","2021-05-18 04:34:08"
"2572","CW 6","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2573","CWAKA","0","3880","EMPANGENI","Kwazulu Natal","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2574","CWEZI","0","3855","NKANDLA","Kwazulu Natal","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2575","CYE-CYFERPAN","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2576","CYFERFONTEIN","0","1876","WALKERVILLE","Gauteng","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2577","CYRILDENE","2198","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2578","CYTHIAVALE","186","0","DOORNPOORT","Gauteng","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2579","D'ALMEIDA","6506","0","MOSSEL BAY","Western Cape","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2580","D'URBANVALE","7550","0","DURBANVILLE","Western Cape","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2581","DA GAMA PARK","7975","0","SIMON'S TOWN","Western Cape","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2582","DA GAMASKOP","6506","6501","MOSSEL BAY","Western Cape","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2583","DA NOVA","6506","0","MOSSEL BAY","Western Cape","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2584","DAANTJIE","0","1215","DAANTJIE","Mpumalanga","2021-05-18 04:34:09","2021-05-18 04:34:09"
"2585","DAANTJIESRUS","0","8477","MOTHIBISTAT","Nothern Cape","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2586","DABULAVILLE","0","1728","ROODEPOORT","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2587","DABULAVILLE EXT 2","0","1728","ROODEPOORT","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2588","DABULAVILLE EXT 2","0","1728","ROODEPOORT","Gauteng","2021-05-18 04:34:10","2021-05-18 04:50:59"
"2589","DADAMBA","0","5000","IDUTYWA","Eastern Cape","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2590","DADAVILLE","0","1936","ROSHNEE","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2591","DAFELENI","0","4240","PORT SHEPSTONE","Kwazulu Natal","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2592","DAGBREEK","6705","0","ROBERTSON","Western Cape","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2593","DAGBREEK","9459","0","WELKOM","Free State","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2594","DAGGAFONTEIN","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2595","DAGGAFONTEIN EXT 1","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2596","DAGGAFONTEIN EXT 2","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2597","DAGGAFONTEIN EXT 1","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:50:59"
"2598","DAGGAFONTEIN EXT 2","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:50:59"
"2599","DAINFERN","2191","2055","FOUR WAYS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2600","DAINFERN RIDGE","2191","0","FOUR WAYS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2601","DAINFERN VALLEY","2191","0","FOUR WAYS","Gauteng","2021-05-18 04:34:10","2021-05-18 04:34:10"
"2602","DAIRY ROAD","0","4240","PORT SHEPSTONE","Kwazulu Natal","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2603","DAL FOUCHE","1559","0","SPRINGS","Gauteng","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2604","DAL JOSAFAT","7646","0","PAARL","Western Cape","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2605","DALBRIDGE","4001","4014","DURBAN","Kwazulu Natal","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2606","DALE'S ROCK","0","9754","ALIWAL NORTH","Free State","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2607","DALECROSS","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2608","DALESIDE","0","1873","RANDVAAL","Gauteng","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2609","DALEVIEW","6220","0","DESPATCH","Eastern Cape","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2610","DALEVIEW","5601","0","KING WILLIAM'S TOWN","Eastern Cape","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2611","DALIWE","5310","0","CATHCART","Eastern Cape","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2612","DALPARK","1541","1543","BRAKPAN","Gauteng","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2613","DALPARK EXT","1541","1552","BRAKPAN","Gauteng","2021-05-18 04:34:11","2021-05-18 04:34:11"
"2614","DALPARK EXT 1","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2615","DALPARK EXT 11","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2616","DALPARK EXT 13","1541","0","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2617","DALPARK EXT 2","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2618","DALPARK EXT 4","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2619","DALPARK EXT 5","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2620","DALPARK EXT 6","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2621","DALPARK EXT 9","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:34:12"
"2622","DALPARK EXT","1541","1552","BRAKPAN","Gauteng","2021-05-18 04:34:12","2021-05-18 04:50:59"
"2623","DALPARK EXT 1","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:50:59"
"2624","DALPARK EXT 11","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:50:59"
"2625","DALPARK EXT 13","1541","0","DALPARK","Gauteng","2021-05-18 04:34:12","2021-05-18 04:50:59"
"2626","DALPARK EXT 2","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:13","2021-05-18 04:50:59"
"2627","DALPARK EXT 4","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:13","2021-05-18 04:50:59"
"2628","DALPARK EXT 5","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:13","2021-05-18 04:50:59"
"2629","DALPARK EXT 6","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:13","2021-05-18 04:50:59"
"2630","DALPARK EXT 9","1541","1552","DALPARK","Gauteng","2021-05-18 04:34:13","2021-05-18 04:50:59"
"2631","DALSIG","7600","0","STELLENBOSCH","Western Cape","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2632","DALTON","0","3236","GREYTOWN","Kwazulu Natal","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2633","DALVALE","7646","0","PAARL","Western Cape","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2634","DALVIEW","1541","1544","BRAKPAN","Gauteng","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2635","DAMBENI","0","5132","TABANKULU","Eastern Cape","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2636","DAN","877","877","LETABA","Limpopo","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2637","DAN PIENAAR","9301","0","BLOEMFONTEIN","Free State","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2638","DAN PIENAARVILLE","1739","0","KRUGERSDORP","Gauteng","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2639","DAN PIENAARVILLE EXT 1","1739","0","KRUGERSDORP","Gauteng","2021-05-18 04:34:13","2021-05-18 04:34:13"
"2640","DAN PIENAARVILLE EXT 1","1739","0","KRUGERSDORP","Gauteng","2021-05-18 04:34:14","2021-05-18 04:50:59"
"2641","DAN VILLAGE","870","0","LETABA","Limpopo","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2642","DANA BAY","0","6510","MOSSEL BAY","Western Cape","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2643","DANABAAI","0","6510","MOSSEL BAY","Western Cape","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2644","DANARAND","7580","0","KUILS RIVER","Western Cape","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2645","DANCKERTVILLE","0","7305","MALMESBURY","Western Cape","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2646","DANENA","7550","0","DURBANVILLE","Western Cape","2021-05-18 04:34:14","2021-05-18 04:34:14"
"2647","DANHOF","9301","9310","BLOEMFONTEIN","Free State","2021-05-18 04:34:14","2021-05-18 04:34:14"
